player_name,club,atta_serial,atta_position,atta_assists,atta_corner_taken,atta_offsides,atta_dribbles,atta_match_played,atte_serial,atte_position,atte_total_attempts,atte_on_target,atte_off_target,atte_blocked,atte_match_played,defe_serial,defe_position,defe_balls_recoverd,defe_tackles,defe_t_won,defe_t_lost,defe_clearance_attempted,defe_match_played,disc_serial,disc_position,disc_fouls_committed,disc_fouls_suffered,disc_red,disc_yellow,disc_minutes_played,disc_match_played,dist_serial,dist_position,dist_pass_accuracy,dist_pass_attempted,dist_pass_completed,dist_cross_accuracy,dist_cross_attempted,dist_cross_complted,dist_freekicks_taken,dist_match_played,goal_serial_x,goal_position_x,goal_saved,goal_conceded,goal_saved_penalties,goal_cleansheets,goal_punches_made,goal_match_played_x,goal_serial_y,goal_position_y,goal_goals,goal_right_foot,goal_left_foot,goal_headers,goal_others,goal_inside_area,goal_outside_areas,goal_penalties,goal_match_played_y,key__position,key__minutes_played,key__match_played,key__goals,key__assists,key__distance_covered,cluster,pca1,pca2
lovato,atalanta,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,448.0,Defender,5.0,0.0,0.0,0.0,3.0,1.0,491.0,Defender,1.0,0.0,1.0,0.0,45.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,45.0,1.0,0.0,0.0,5.3,3,-4.550496505567957,-1.6216516851616998
lovren,zenit,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Defender,1.0,0.0,1.0,0.0,4.0,205.0,Defender,19.0,1.0,1.0,0.0,19.0,4.0,417.0,Defender,2.0,0.0,2.0,0.0,315.0,4.0,130.0,Defender,88.8,159.0,141.0,50.0,2.0,1.0,5.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,315.0,4.0,0.0,0.0,34.7,1,-1.2372363725539899,1.3650654072662634
luca pellegrini,juventus,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,3.0,1.0,0.0,0.0,1,3,-4.8889928394718165,-1.4815448256984862
lucas vázquez,real madrid,64.0,Midfielder,1.0,0.0,0.0,6.0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,285.0,Midfielder,13.0,2.0,0.0,2.0,6.0,8.0,263.0,Midfielder,4.0,8.0,1.0,0.0,349.0,8.0,287.0,Midfielder,83.6,239.0,207.0,25.0,12.0,3.0,2.0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,349.0,8.0,0.0,1.0,47.4,1,1.2542349835977433,0.7689172467304101
luis díaz,liverpool,64.0,Forward,1.0,0.0,2.0,42.0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,241.0,Forward,16.0,8.0,3.0,5.0,2.0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,Forward,83.8,341.0,282.0,18.0,11.0,2.0,0.0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,Forward,4.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,13.0,Forward,385.0,7.0,2.0,1.0,49.9,6,4.870362789321281,-3.283327718496417
luis díaz,porto,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,Forward,29.0,11.0,7.0,11.0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,Forward,16.0,10.0,1.0,0.0,908.0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2,1.9209537421811052,-2.6920403179665566
luis suárez,atlético,0.0,0,0.0,0.0,0.0,0.0,0.0,113.0,Forward,8.0,2.0,5.0,1.0,7.0,578.0,Forward,1.0,0.0,0.0,0.0,2.0,7.0,326.0,Forward,3.0,4.0,2.0,0.0,347.0,7.0,548.0,Forward,67.0,84.0,57.0,0.0,3.0,0.0,2.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Forward,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,Forward,347.0,7.0,1.0,0.0,38.7,2,1.3604060411557781,-2.3730276319727497
lukaku,chelsea,0.0,0,0.0,0.0,0.0,0.0,0.0,69.0,Forward,11.0,3.0,6.0,2.0,6.0,543.0,Forward,2.0,1.0,1.0,0.0,0.0,6.0,417.0,Forward,2.0,2.0,0.0,0.0,320.0,6.0,397.0,Forward,79.5,61.0,49.0,75.0,4.0,3.0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,Forward,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,6.0,Forward,320.0,6.0,2.0,0.0,31.5,2,1.6169022419904568,-3.431667340434882
lukebakio,wolfsburg,0.0,0,0.0,0.0,0.0,0.0,0.0,277.0,Forward,3.0,0.0,1.0,2.0,6.0,448.0,Forward,5.0,3.0,2.0,1.0,0.0,6.0,417.0,Forward,2.0,4.0,0.0,0.0,296.0,6.0,401.0,Forward,79.3,70.0,53.0,50.0,2.0,1.0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,296.0,6.0,0.0,0.0,35.9,1,-0.837494418504174,-0.0761931346423938
lustenberger,young boys,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Defender,1.0,0.0,1.0,0.0,1.0,507.0,Defender,3.0,2.0,2.0,0.0,4.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,Defender,84.0,68.0,57.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,90.0,1.0,0.0,0.0,10.2,1,-3.8386115429850163,-0.749509654574135
luís neto,sporting cp,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,151.0,Defender,25.0,13.0,7.0,6.0,13.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Defender,90.7,220.0,202.0,0.0,0.0,0.0,19.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,368.0,6.0,0.0,0.0,38.6,0,-1.0300880226301787,2.9183277959530143
lázaro,benfica,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,479.0,Midfielder,4.0,2.0,1.0,1.0,4.0,6.0,417.0,Midfielder,2.0,1.0,0.0,0.0,114.0,6.0,594.0,Midfielder,54.0,47.0,38.0,0.0,0.0,0.0,2.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,114.0,6.0,0.0,0.0,15.6,1,-2.36153891845904,-0.4499148085605678
m. kerzhakov,zenit,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,Goalkeeper,84.0,33.0,27.0,0.0,0.0,0.0,1.0,2.0,38.0,Goalkeeper,5.0,4.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,180.0,2.0,0.0,0.0,10.6,3,-4.544335012848026,-0.5713108767168352
m. olsson,malmö,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Defender,1.0,1.0,0.0,0.0,6.0,385.0,Defender,8.0,1.0,0.0,1.0,17.0,6.0,326.0,Defender,3.0,3.0,0.0,0.0,284.0,6.0,502.0,Defender,72.8,105.0,82.0,12.0,8.0,1.0,5.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,284.0,6.0,0.0,0.0,34.5,1,-0.9791575535756586,0.6914350842109902
maceiras,young boys,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Defender,1.0,0.0,1.0,0.0,3.0,479.0,Defender,4.0,2.0,2.0,0.0,1.0,3.0,491.0,Defender,1.0,2.0,0.0,0.0,113.0,3.0,487.0,Defender,73.7,57.0,47.0,0.0,7.0,0.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,113.0,3.0,0.0,0.0,16,1,-2.8075951415682208,-0.6133272406379494
maguire,man. united,0.0,0,0.0,0.0,0.0,0.0,0.0,219.0,Defender,4.0,2.0,1.0,1.0,6.0,110.0,Defender,30.0,5.0,1.0,4.0,17.0,6.0,146.0,Defender,6.0,7.0,0.0,0.0,534.0,6.0,110.0,Defender,89.7,346.0,311.0,0.0,2.0,0.0,16.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Defender,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,Defender,534.0,6.0,1.0,0.0,49.3,0,2.1467757806122205,1.6061296517785253
mahrez,man. city,24.0,Midfielder,2.0,30.0,5.0,28.0,12.0,3.0,Midfielder,37.0,18.0,8.0,11.0,12.0,198.0,Midfielder,20.0,6.0,1.0,5.0,3.0,12.0,146.0,Midfielder,6.0,20.0,1.0,0.0,986.0,12.0,249.0,Midfielder,84.9,482.0,414.0,24.0,49.0,12.0,11.0,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Midfielder,7.0,1.0,4.0,2.0,0.0,7.0,0.0,2.0,12.0,Midfielder,986.0,12.0,7.0,2.0,120.1,4,18.153235750672458,-8.800675939351079
maier,young boys,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Midfielder,1.0,0.0,1.0,0.0,1.0,578.0,Midfielder,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,3.0,1.0,0.0,0.0,1.3,3,-4.7741650345608235,-1.795383187257187
maignan,milan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,Goalkeeper,72.0,114.0,83.0,0.0,0.0,0.0,11.0,3.0,19.0,Goalkeeper,14.0,7.0,1.0,0.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,270.0,3.0,0.0,0.0,18.3,3,-4.319469659097023,0.6237664085407947
malcom,zenit,64.0,Forward,1.0,6.0,2.0,12.0,6.0,80.0,Forward,10.0,3.0,3.0,4.0,6.0,285.0,Forward,13.0,3.0,2.0,1.0,2.0,6.0,326.0,Forward,3.0,14.0,0.0,0.0,434.0,6.0,257.0,Forward,84.5,179.0,149.0,23.0,21.0,5.0,5.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,434.0,6.0,0.0,1.0,48.6,6,2.9687412435295144,-0.6594412663640264
maldini,milan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,507.0,Forward,3.0,2.0,1.0,1.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,20.0,3.0,0.0,0.0,4.2,3,-4.4267212901466815,-1.5074558025083822
malen,dortmund,0.0,0,0.0,0.0,0.0,0.0,0.0,69.0,Forward,11.0,5.0,3.0,3.0,6.0,428.0,Forward,6.0,0.0,0.0,0.0,0.0,6.0,146.0,Forward,6.0,5.0,0.0,0.0,392.0,6.0,452.0,Forward,76.3,137.0,107.0,33.0,6.0,2.0,2.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,Forward,3.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,6.0,Forward,392.0,6.0,3.0,0.0,43.7,2,2.3950977391445156,-3.569354257394638
malinovskyi,atalanta,0.0,0,0.0,0.0,0.0,0.0,0.0,69.0,Midfielder,11.0,4.0,3.0,4.0,5.0,479.0,Midfielder,4.0,6.0,2.0,4.0,2.0,5.0,146.0,Midfielder,6.0,9.0,0.0,0.0,301.0,5.0,327.0,Midfielder,82.2,143.0,114.0,41.0,31.0,13.0,6.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Midfielder,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,Midfielder,301.0,5.0,1.0,0.0,38.5,2,2.7282572277292134,-1.4218050360752783
mambimbi,young boys,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Forward,1.0,0.0,0.0,1.0,4.0,578.0,Forward,1.0,2.0,0.0,2.0,1.0,4.0,263.0,Forward,4.0,0.0,0.0,0.0,60.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,60.0,4.0,0.0,0.0,9.4,1,-3.465781001621296,-1.14834428040022
mandi,villarreal,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,24.0,2.0,0.0,0.0,3.7,3,-4.798233083239373,-1.4305497836441536
mané,liverpool,64.0,Midfielder,1.0,0.0,9.0,17.0,13.0,22.0,Midfielder,21.0,8.0,6.0,7.0,13.0,364.0,Midfielder,9.0,4.0,1.0,3.0,1.0,13.0,12.0,Midfielder,16.0,19.0,2.0,0.0,822.0,13.0,405.0,Midfielder,79.0,278.0,219.0,30.0,10.0,3.0,1.0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,Midfielder,5.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,13.0,Midfielder,822.0,13.0,5.0,1.0,100.3,6,12.530917671071236,-5.398173718384993
maouassa,club brugge,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,1.0,1.0,0.0,0.0,0.2,3,-4.8905649021853685,-1.4826978175601957
marc roca,bayern,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,428.0,Defender,6.0,1.0,0.0,1.0,1.0,4.0,263.0,Defender,4.0,0.0,0.0,0.0,78.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,78.0,4.0,0.0,0.0,11.6,3,-3.7708515537358833,-1.2244997481191136
marcano,porto,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,428.0,Defender,6.0,0.0,0.0,0.0,14.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,Defender,60.5,53.0,36.0,0.0,1.0,0.0,1.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,126.0,2.0,0.0,0.0,14.8,3,-3.764803250805955,-0.871039826619468
marcelo,real madrid,0.0,0,0.0,0.0,0.0,0.0,0.0,347.0,Defender,2.0,0.0,1.0,1.0,3.0,479.0,Defender,4.0,0.0,0.0,0.0,3.0,3.0,491.0,Defender,1.0,0.0,0.0,0.0,93.0,3.0,242.0,Defender,85.0,63.0,55.0,33.0,3.0,1.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,93.0,3.0,0.0,0.0,10.7,1,-2.803161160335313,-0.9145231879164403
marcos antônio,shakhtar donetsk,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Midfielder,1.0,0.0,0.0,1.0,5.0,385.0,Midfielder,8.0,4.0,1.0,3.0,1.0,5.0,326.0,Midfielder,3.0,3.0,1.0,0.0,256.0,5.0,13.0,Midfielder,94.4,234.0,224.0,0.0,0.0,0.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,256.0,5.0,0.0,0.0,36.1,1,-1.1378022204287896,1.1199006480289464
marcos llorente,atlético,0.0,0,0.0,0.0,0.0,0.0,0.0,347.0,Midfielder,2.0,1.0,1.0,0.0,9.0,64.0,Midfielder,37.0,6.0,0.0,6.0,8.0,9.0,26.0,Midfielder,13.0,10.0,3.0,0.0,700.0,9.0,367.0,Midfielder,80.7,249.0,212.0,10.0,10.0,1.0,1.0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,700.0,9.0,0.0,0.0,83.6,0,2.7946849710861135,3.673146644311771
mariano díaz,real madrid,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,12.0,1.0,0.0,0.0,1.6,3,-4.8819185572608355,-1.4763563623207931
mario gaspar,villarreal,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,578.0,Defender,1.0,0.0,0.0,0.0,2.0,2.0,417.0,Defender,2.0,2.0,1.0,0.0,93.0,2.0,6.0,Defender,95.0,32.0,29.0,0.0,1.0,0.0,1.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,93.0,2.0,0.0,0.0,10.8,1,-3.599705326022747,-1.071204601979039
marlon,shakhtar donetsk,0.0,0,0.0,0.0,0.0,0.0,0.0,277.0,Defender,3.0,0.0,3.0,0.0,5.0,189.0,Defender,21.0,3.0,1.0,2.0,15.0,5.0,146.0,Defender,6.0,0.0,0.0,0.0,450.0,5.0,8.0,Defender,94.8,424.0,402.0,0.0,0.0,0.0,8.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,450.0,5.0,0.0,0.0,48.8,0,0.006277029644343386,2.295372143025523
marlos,shakhtar donetsk,0.0,0,0.0,0.0,0.0,0.0,0.0,277.0,Midfielder,3.0,2.0,1.0,0.0,6.0,479.0,Midfielder,4.0,1.0,1.0,0.0,1.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,Midfielder,91.2,126.0,110.0,50.0,4.0,2.0,2.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,206.0,6.0,0.0,0.0,25.4,1,-1.814478834800975,-0.3435980875123897
marquinhos,paris,64.0,Defender,1.0,0.0,0.0,0.0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,38.0,Defender,42.0,2.0,2.0,0.0,36.0,8.0,326.0,Defender,3.0,3.0,0.0,0.0,720.0,8.0,42.0,Defender,92.5,509.0,475.0,0.0,0.0,0.0,16.0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,720.0,8.0,0.0,1.0,78.5,0,2.343185829159509,3.690055193829395
martial,man. united,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,67.0,2.0,0.0,0.0,7.1,3,-4.7644337348980175,-1.4057604586173977
martínez,ajax,64.0,Defender,1.0,0.0,0.0,3.0,8.0,153.0,Defender,6.0,2.0,4.0,0.0,8.0,13.0,Defender,53.0,10.0,2.0,8.0,19.0,8.0,107.0,Defender,7.0,7.0,1.0,0.0,720.0,8.0,18.0,Defender,94.1,674.0,633.0,0.0,0.0,0.0,12.0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,720.0,8.0,0.0,1.0,83.3,0,4.848338435878216,4.65134052076079
martínez,inter,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,Forward,28.0,7.0,10.0,11.0,8.0,285.0,Forward,13.0,11.0,4.0,7.0,0.0,8.0,107.0,Forward,7.0,9.0,1.0,0.0,587.0,8.0,354.0,Forward,81.1,121.0,97.0,0.0,1.0,0.0,0.0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Forward,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,Forward,587.0,8.0,1.0,0.0,67.4,2,5.579823234464412,-1.6653211215706638
martínez,leipzig,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,594.0,Goalkeeper,54.0,28.0,15.0,0.0,0.0,0.0,3.0,1.0,46.0,Goalkeeper,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,90.0,1.0,0.0,0.0,6,3,-4.7638977043544495,-0.8643894884917322
mata,man. united,0.0,0,0.0,0.0,0.0,0.0,0.0,347.0,Midfielder,2.0,1.0,1.0,0.0,3.0,479.0,Midfielder,4.0,1.0,1.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,Midfielder,57.0,55.0,47.0,0.0,2.0,0.0,4.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,96.0,3.0,0.0,0.0,13.2,1,-3.2654554798051856,-0.9439441177040807
matheus cunha,atlético,0.0,0,0.0,0.0,0.0,0.0,0.0,219.0,Forward,4.0,0.0,2.0,2.0,5.0,543.0,Forward,2.0,2.0,0.0,2.0,1.0,5.0,146.0,Forward,6.0,3.0,0.0,0.0,142.0,5.0,24.0,Forward,93.6,19.0,17.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,142.0,5.0,0.0,0.0,18.3,1,-1.7210882230446016,-0.5663539690279297
matheus nunes,sporting cp,24.0,Midfielder,2.0,0.0,0.0,21.0,6.0,440.0,Midfielder,1.0,1.0,0.0,0.0,6.0,179.0,Midfielder,22.0,4.0,2.0,2.0,9.0,6.0,263.0,Midfielder,4.0,9.0,3.0,0.0,509.0,6.0,286.0,Midfielder,83.7,211.0,177.0,0.0,0.0,0.0,11.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,509.0,6.0,0.0,2.0,64.3,0,1.9618902358322532,1.6580878756965465
matheus reis,sporting cp,0.0,0,0.0,0.0,0.0,0.0,0.0,219.0,Defender,4.0,0.0,3.0,1.0,8.0,166.0,Defender,23.0,9.0,6.0,3.0,10.0,8.0,146.0,Defender,6.0,8.0,0.0,0.0,611.0,8.0,269.0,Defender,84.1,224.0,192.0,16.0,6.0,1.0,6.0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,611.0,8.0,0.0,0.0,75.3,0,1.8764406554879318,2.816649764998365
matip,liverpool,0.0,0,0.0,0.0,0.0,0.0,0.0,179.0,Defender,5.0,2.0,2.0,1.0,7.0,82.0,Defender,34.0,5.0,1.0,4.0,15.0,7.0,146.0,Defender,6.0,1.0,1.0,0.0,630.0,7.0,16.0,Defender,94.2,498.0,467.0,0.0,0.0,0.0,14.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,630.0,7.0,0.0,0.0,66.2,0,1.8800894055500945,3.5080419846677335
matić,man. united,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,Midfielder,1.0,0.0,1.0,0.0,8.0,285.0,Midfielder,13.0,1.0,1.0,0.0,6.0,8.0,417.0,Midfielder,2.0,4.0,2.0,0.0,194.0,8.0,354.0,Midfielder,81.1,152.0,132.0,0.0,1.0,0.0,6.0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,194.0,8.0,0.0,0.0,24.6,1,-0.3658339404304489,1.278806760349529
